name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic,ebd_id2022,code
Dendrocygna autumnalis,10,567,432,220,221:222,224;227,6,1770,NA,32.68,Anseriformes,Anatidae,Black-bellied Whistling-duck,NA,8,0,0.51,0,1,0,12,14,0.35,0.41,NA,7.8,0.14,0,1.25,pre2,755.3,3,monog,0,04-25,09-05,0,cavity,0,40,0,0,0,0,30,0,30,0,0,0,0,0,50,0,50,0,0,0,0,0,1,1,0,PlantSeed,10,0,0,0,0,0,0,0,0,90,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,230,bbwduc
Dendrocygna bicolor,20,560,435,225,NA,226;227;233,7,1780,NA,29.73,Anseriformes,Anatidae,Fulvous Whistling-duck,NA,6.5,0,0.5,1,1,0,12,13,0.53,0.83,NA,NA,0.44,0,1,pre2,756.37,2,monog,0,04-15,08-30,0,cup,0,60,0,0,0,0,0,0,0,0,0,40,0,20,80,0,0,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,20,0,20,60,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,235,fuwduc
Chen canagica,30,611,472,239,NA,291,8,1760,NA,49.42,Anseriformes,Anatidae,Emperor Goose,Anser canagicus,13,0,0.6,0,3.5,0.75,4,7,NA,0.92,0.5,NA,0.46,0,1,pre2,1926,2,monog,0,05-15,08-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,0,70,0,5,55,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,251,empgoo
Chen caerulescens,40,609,473,240,241:242,244;245;261;281;292;315;319,9,1690,1691,52.49,Anseriformes,Anatidae,Snow Goose,Anser caerulescens,26,0,0.83,0,3.2,0,3,5,0.64,0.94,NA,2.8,0.49,0,1,pre2,2636.15,3,monog,0,05-25,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,10,0,10,75,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15,0,0,0,252,snogoo
Chen rossii,50,610,474,243,NA,244;245;293,11,1700,NA,54.41,Anseriformes,Anatidae,Ross's Goose,Anser rossii,22,0,0.66,0,2.7,0,3,5,0.78,NA,0.73,3.9,0.41,0,1,pre2,1635.99,3,monog,0,06-01,08-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,0,0,5,90,0,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,0,256,rosgoo
Anser albifrons,60,603,480,253,254:259,260;261;263;295,13,1710,NA,52.57,Anseriformes,Anatidae,Greater White-fronted Goose,NA,22,0,0.68,0,3,0,5,6,0.69,0.6,NA,NA,0.41,0,1,pre2,2506.39,2,monog,0,05-01,09-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,10,0,15,70,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,70,20,0,0,0,267,gwfgoo
Branta bernicla,70,616,463,275,276:280,281;294,18,1730,1740,52.2,Anseriformes,Anatidae,Brent Goose,NA,21,0,0.79,0,2.3,0,3,5,0.45,0.7,NA,NA,0.24,0,1,pre2,1277.91,3,monog,0,05-15,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,0,0,0,95,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,70,15,0,0,0,291,brant
Branta canadensis,80,613,467,297,298:307,308;309;310;311;312;313;314;315;316;317;318;319,22,1720,NA,49.37,Anseriformes,Anatidae,Canada Goose,NA,28,0,0.46,0,3,0,4,7,0.76,0.75,NA,2.1,0.39,0,1,pre2,2811.68,2,monog,0,04-15,08-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,0,90,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,0,0,319,cangoo
Branta hutchinsii,85,19813,466,286,287:290,291;292;293;294;295;296,21,1725,NA,44.577,Anseriformes,Anatidae,Cackling Goose,NA,28,1,0.46,1,3,0,4,7,0.52,NA,NA,NA,0.27,0,1,pre2,2811.68,2,monog,0,04-10,08-10,0,scrape,0,80,20,0,0,0,0,0,0,0,0,0,0,0,40,0,60,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,0,90,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,308,cacgoo1
Cygnus olor,90,586,458,330,NA,NA,23,1782,NA,41.92,Anseriformes,Anatidae,Mute Swan,NA,16,0,0.87,0,3,0,4,8,0.72,0.58,0.5,NA,0.42,0,1.1,pre2,10682.04,1,monog,0,03-05,08-05,0,platform,0,100,0,0,0,0,0,0,0,0,0,0,0,40,50,0,10,0,0,0,0,0,0,1,0,PlantSeed,10,0,10,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,353,mutswa
Cygnus buccinator,100,590,459,333,NA,334;339;340,24,1810,NA,42.69,Anseriformes,Anatidae,Trumpeter Swan,NA,25,0,0.76,0,5.5,0,4,6,NA,NA,NA,1.7,0.26,0,0.8,pre2,11071.13,1,monog,0,04-25,09-30,0,platform,0,100,0,0,0,0,0,0,0,0,0,0,0,50,45,0,5,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,20,70,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,45,0,0,0,358,truswa
Cygnus columbianus,110,591,461,335,336:338,339;340;343,25,1800,NA,45.29,Anseriformes,Anatidae,Tundra Swan,NA,21,0,0.85,0,6,0,3,5,0.84,NA,NA,2.15,0.54,0,1,pre2,6377.96,1,monog,0,05-01,09-15,0,platform,0,100,0,0,0,0,0,0,0,0,0,0,0,20,50,0,30,0,0,0,0,0,0,1,0,PlantSeed,15,0,0,0,0,0,0,0,0,85,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,50,40,0,0,0,360,tunswa
Alopochen aegyptiaca,115,637,516,365,NA,NA,27,20630,NA,38.001,Anseriformes,Anatidae,Egyptian Goose,NA,20,0,0.59,1,2,0,6,10,NA,NA,NA,3.8,0.23,1,0.5,pre2,1873,2,monog,0,01-01,12-30,0,platform,0,60,0,0,0,20,10,10,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,0,90,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,391,egygoo
Cairina moschata,116,657,526,388,389:390,NA,28,10210,NA,35.174,Anseriformes,Anatidae,Muscovy Duck,NA,18,1,0.59,1,1,0,8,15,NA,NA,NA,NA,0.5,1,1,pre2,2415.78,1,monog,0,04-15,07-15,0,cavity,10,0,0,0,0,10,30,30,20,0,0,0,0,0,50,0,50,0,0,0,0,0,0,1,0,Omnivore,30,0,10,10,0,0,0,0,20,30,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,20,20,10,0,0,0,415,musduc
Aix sponsa,120,659,534,397,NA,398;400,29,1440,NA,49.4,Anseriformes,Anatidae,Wood Duck,NA,15,0,0.59,0,1,0,10,15,0.75,0.63,NA,12.2,0.47,0,2,pre2,657.59,2,monog,0,04-20,08-10,1,cavity,0,5,0,0,0,0,50,0,45,0,0,0,0,0,80,0,20,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,50,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,90,0,0,0,423,wooduc
Anas discors,130,690,577,422,NA,429;430;436;534,32,1400,NA,43.84,Anseriformes,Anatidae,Blue-winged Teal,Spatula discors,17,0,0.56,0,1,0,8,11,0.36,0.83,NA,NA,0.3,0,1,pre2,359.44,2,monog,0,05-05,09-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,50,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,450,buwtea
Anas cyanoptera,140,691,576,423,424:428,429;430;437,33,1410,NA,51.06,Anseriformes,Anatidae,Cinnamon Teal,Spatula cyanoptera,17.4,0,0.57,0,1,0,7,12,0.2,0.83,NA,NA,0.17,0,1,pre2,377.45,2,monog,0,04-20,08-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,30,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,451,cintea
Anas clypeata,150,695,575,434,NA,435;436;437;441;447,34,1420,NA,57.97,Anseriformes,Anatidae,Northern Shoveler,Spatula clypeata,13,0,0.39,0,1,0,9,12,NA,0.74,0.18,NA,0.13,0,1,pre2,612.56,1,monog,0,05-05,04-25,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,464,norsho
Anas strepera,160,671,580,438,439:440,441;444;448,35,1350,NA,54.79,Anseriformes,Anatidae,Gadwall,Mareca strepera,22,0,0.72,0,1,0,8,11,0.75,0.93,0.83,NA,0.58,0,1,pre2,915.58,2,monog,0,04-20,08-30,0,scrape,0,95,0,0,0,0,5,0,0,0,0,0,0,0,80,0,20,0,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,0,0,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,468,gadwal
Anas americana,170,674,582,445,NA,446;447;448;449;450,38,1370,NA,53.71,Anseriformes,Anatidae,American Wigeon,Mareca americana,21,0,0.52,0,1.5,0,7,10,0.5,NA,NA,6.5,0.5,0,1,pre2,754.61,3,monog,0,05-10,08-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,477,amewig
Mareca penelope,175,673,581,443,NA,444,37,1360,NA,58.541,Anseriformes,Anatidae,Eurasian Wigeon,Anas penelope,21,1,0.52,1,1.5,0,7,10,NA,NA,NA,NA,0.5,1,1,pre2,770.03,2,monog,0,04-05,07-25,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,475,eurwig
Anas platyrhynchos,180,679,592,471,472:474,475;476;477;478;479;480;481;482;483;484;485;486;497;488;489;491;492;495;496;500;501;502;512;519;538;561;570;577;622,40,1320,1331;1326,50.78,Anseriformes,Anatidae,Mallard,NA,29,0,0.6,0,1,0,7,10,0.2,0.91,0.35,NA,0.1,0,1.1,pre2,843.42,2,monog,0,04-10,09-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,20,60,0,20,0,0,0,0,0,0,1,0,Omnivore,35,0,10,10,0,0,0,0,20,20,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,505,mallar3
Anas rubripes,190,677,593,493,NA,494;495;496;505,42,1330,1326,51.37,Anseriformes,Anatidae,American Black Duck,NA,26,0,0.61,0,1,0,8,10,0.38,0.96,NA,4.9,0.36,0,1,pre2,1240.96,2,monog,0,04-25,09-25,0,scrape,0,95,0,0,0,0,5,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,1,0,PlantSeed,40,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,90,0,0,0,527,ambduc
Anas fulvigula,200,19816,594,497,498:499,500;501;502;503;504;505,43,1340,1326,48.78,Anseriformes,Anatidae,Mottled Duck,NA,13,0,0.48,0,1,0,8,10,0.27,0.77,0.5,NA,0.1,0,1,pre2,843.42,1,monog,0,02-25,08-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,20,60,0,20,0,0,0,0,0,0,1,0,Omnivore,40,0,10,10,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,531,motduc
Anas acuta,210,708,608,514,NA,515;516;517;518;519;520,46,1430,NA,59.44,Anseriformes,Anatidae,Northern Pintail,NA,21,0,0.72,0,1,0,6,9,0.24,0.93,NA,NA,0.38,0,0.9,pre2,944.62,3,monog,0,04-01,08-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,10,0,0,0,20,50,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,30,40,0,0,0,548,norpin
Anas crecca,220,714,612,529,530:532,533;534;535;536;537;538;539,47,1390,NA,54.78,Anseriformes,Anatidae,Common Teal,NA,20.5,0,0.5,0,1,0,8,9,0.43,0.79,0.63,3.8,0.21,0,1,pre2,341.89,3,monog,0,05-01,08-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,60,0,30,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,20,50,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,563,gnwtea
Aythya valisineria,230,728,549,575,NA,578;581,48,1470,NA,41.93,Anseriformes,Anatidae,Canvasback,NA,22,0,0.76,0,1.25,0,7,9,0.53,0.9,0.33,5.52,0.16,0,1,pre2,1202,3,monog,0,04-20,09-10,0,cup,0,0,0,0,0,0,0,0,0,0,0,100,20,30,40,0,10,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,10,0,0,0,0,20,60,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,0,0,10,0,616,canvas
Aythya americana,240,729,548,576,NA,577;578;582,49,1460,NA,46.04,Anseriformes,Anatidae,Redhead,NA,21,0,0.51,0,1.1,0.5,10,11,0.85,0.32,NA,2.3,0.3,0,1,pre2,1075.69,3,monog,0,05-10,09-15,0,cup,0,0,0,0,0,0,0,0,0,0,0,100,0,50,50,0,0,0,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,20,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,617,redhea
Aythya collaris,250,730,555,580,NA,581;593;600;604;608,51,1500,NA,48.21,Anseriformes,Anatidae,Ring-necked Duck,NA,20,0,0.59,0,1,0,8,10,0.7,0.91,0.77,3.4,0.49,0,1,pre2,704.55,2,monog,0,05-01,08-15,0,scrape,0,60,0,0,0,0,0,0,0,0,0,40,0,0,100,0,0,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,623,rinduc
Aythya marila,260,738,557,596,597:598,599;600;601;606;607;608;609,53,1480,1489,45.89,Anseriformes,Anatidae,Greater Scaup,NA,22,0,0.79,0,1,0,7,10,0.55,0.45,NA,3.04,0.25,0,1,pre2,1005.37,3,monog,0,05-25,09-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,643,gresca
Aythya affinis,270,739,558,602,NA,603;604;605;606;607;608;609,54,1490,1489,50.99,Anseriformes,Anatidae,Lesser Scaup,NA,18.3,0,0.59,0,1.5,0,9,12,0.37,NA,0.68,NA,0.25,0,1,pre2,819.45,3,monog,0,05-25,09-10,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,PlantSeed,70,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,649,lessca
Aythya fuligula,271,736,556,591,NA,592;593;594,52,1491,NA,48.431,Anseriformes,Anatidae,Tufted Duck,NA,18,1,0.59,1,1.5,0,8,11,NA,NA,NA,NA,0.25,1,1,pre2,701.17,3,monog,0,05-25,09-10,0,scrape,0,50,50,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,10,0,0,20,15,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,80,10,0,0,0,0,636,tufduc
Polysticta stelleri,280,745,488,611,NA,NA,NA,NA,NA,49.38,Anseriformes,Anatidae,Steller's Eider,NA,12,0,0.83,0,2.5,0,6,8,0.43,NA,NA,3.5,0.3,0,1,pre2,806.76,2,monog,0,06-10,08-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0,659,steeid
Somateria fischeri,290,744,485,612,NA,614,NA,NA,NA,44.99,Anseriformes,Anatidae,Spectacled Eider,NA,8,0,0.78,0,2.5,0,4,6,0.45,NA,NA,NA,0.3,0,1,pre2,1557.16,2,monog,0,05-25,08-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,25,25,0,0,0,661,speeid
Somateria spectabilis,300,743,486,613,NA,614;623;624,58,1620,NA,48.92,Anseriformes,Anatidae,King Eider,NA,15,0,0.94,0,3,0,4,5,0.22,0.89,NA,NA,0.2,0,0.9,pre2,1616.71,3,monog,0,06-05,09-25,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,0,0,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,10,0,0,0,662,kineid
Somateria mollissima,310,740,487,615,616:621,622;623;624,59,1590,NA,45.48,Anseriformes,Anatidae,Common Eider,NA,21,0,0.83,0,3.5,0,4,5,0.27,0.69,NA,NA,0.19,0,0.75,pre2,2060.93,3,monog,0,06-01,09-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,20,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0,0,664,comeid
Histrionicus histrionicus,320,747,597,626,NA,NA,60,1550,NA,50.04,Anseriformes,Anatidae,Harlequin Duck,NA,10,0,0.71,0,2.5,0,6,8,NA,0.81,0.43,2.4,0.34,0,1,pre2,561.57,3,monog,0,04-25,09-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,20,0,0,0,675,harduc
Melanitta perspicillata,330,752,489,628,NA,632;637,61,1660,1657,51.24,Anseriformes,Anatidae,Surf Scoter,NA,10,0,0.74,0,2.5,0,5,8,0.71,NA,0.4,NA,0.28,0,0.9,pre2,1096.33,2,monog,0,06-01,09-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,676,sursco
Melanitta fusca,340,753,490,629,NA,633;632;634,62,1650,1657,49.94,Anseriformes,Anatidae,White-winged Scoter,NA,21,0,0.76,0,2.5,0,7,9,NA,NA,NA,NA,0.3,0,1,pre2,1800.17,2,monog,0,05-15,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,677,whwsco3
Melanitta nigra,350,749,493,636,NA,635;637;638,65,1630,1657,46.42,Anseriformes,Anatidae,Black Scoter,NA,16,0,0.78,0,2.5,0,6,8,NA,NA,NA,NA,0.3,0,0.9,pre2,1049.98,2,monog,0,05-15,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,10,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,684,blksco2
Clangula hyemalis,360,748,484,640,NA,NA,67,1540,NA,50.8,Anseriformes,Anatidae,Long-tailed Duck,NA,20,0,0.74,0,2.5,0,6,7,0.41,0.81,NA,NA,0.33,0,1,pre2,871,2,monog,0,05-25,08-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,688,lotduc
Bucephala albeola,370,760,497,641,NA,645;646;653,68,1530,NA,47.41,Anseriformes,Anatidae,Bufflehead,NA,18,0,0.48,0,2,0,8,10,0.79,0.93,NA,4.9,0.74,0,1,pre2,397.46,1,monog,0,05-01,08-25,1,cavity,0,0,0,0,0,0,30,30,40,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,689,buffle
Bucephala clangula,380,757,498,642,643:644,648;649;654;656,69,1510,1512,52.23,Anseriformes,Anatidae,Common Goldeneye,NA,11.5,0,0.61,0,2,0,7,10,0.64,0.8,NA,1.3,0.51,0,1,pre2,918.56,1,monog,0,04-25,08-25,1,cavity,0,5,0,5,0,0,30,10,50,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,690,comgol
Bucephala islandica,390,759,499,647,NA,648;649;655;656,70,1520,1512,47.21,Anseriformes,Anatidae,Barrow's Goldeneye,NA,18,0,0.66,0,2.5,0,9,10,0.48,0.9,0.36,1.3,0.43,0,1,pre2,921.21,1,monog,0,04-25,09-15,1,cavity,0,0,0,5,0,0,30,15,50,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,695,bargol
Lophodytes cucullatus,400,762,501,651,NA,653;654;655;656,73,1310,NA,50.93,Anseriformes,Anatidae,Hooded Merganser,NA,11,0,0.66,0,2,0,10,12,0.73,0.64,NA,NA,0.47,0,1,pre2,613.77,2,monog,0,02-15,06-05,1,cavity,0,0,0,0,0,0,40,0,60,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,Omnivore,20,0,10,50,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,700,hoomer
Mergus merganser,410,767,502,658,659:662,663;664;668;669,74,1290,NA,44.13,Anseriformes,Anatidae,Common Merganser,NA,12.5,0,0.6,0,2.5,0,8,11,0.94,NA,NA,6.8,0.72,0,1,pre2,1451,2,monog,0,05-01,09-05,1,cavity,0,5,0,5,5,0,20,15,50,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,VertFishScav,10,10,10,65,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,708,commer
Mergus serrator,420,764,504,666,NA,667;668;669,75,1300,NA,48.85,Anseriformes,Anatidae,Red-breasted Merganser,NA,12,0,0.81,0,2.7,0,8,10,0.72,NA,NA,2.1,0.3,0,1,pre2,1015.17,2,monog,0,05-25,09-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,0,0,0,1,0,VertFishScav,20,0,0,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,716,rebmer
Nomonyx dominicus,430,572,441,673,NA,678,NA,NA,NA,40.96,Anseriformes,Anatidae,Masked Duck,NA,6,0,0.5,1,1,0,4,10,NA,NA,NA,3,0.6,0,1,pre2,364.97,2,monog,0,05-01,11-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,PlantSeed,20,0,0,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,723,masduc
Oxyura jamaicensis,440,573,442,674,NA,678;680,77,1670,NA,41.85,Anseriformes,Anatidae,Ruddy Duck,NA,13,0,0.5,1,1.25,0,6,8,0.54,0.77,NA,NA,0.36,0,1.2,pre2,608.15,2,monog,0,05-10,09-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,40,0,0,0,724,rudduc
Ortalis vetula,450,137,130,746,747:750,NA,78,3110,NA,11.43,Galliformes,Cracidae,Plain Chachalaca,NA,8.8,0,0.4,0,1,0,2,4,0.37,0.91,0.98,0.9,0.59,0,1,pre4,562.6,1,monog,0,04-01,10-05,0,saucer,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,1,0,FruiNect,0,0,0,0,0,0,60,0,0,40,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,placha
Oreortyx pictus,460,463,177,899,NA,NA,86,2920,NA,31.61,Galliformes,Odontophoridae,Mountain Quail,NA,3,0,0.47,0,1,0,9,10,NA,0.77,NA,NA,0.3,0,1.5,pre3,233,2,monog,0,04-20,08-25,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,PlantSeed,5,0,0,0,0,0,20,0,40,35,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,952,mouqua
