name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic,ebd_id2022,code
Anthus cervinus,5110,11880,11636,30655,NA,NA,1209,6990,NA,25.06,Passeriformes,Motacillidae,Red-throated Pipit,NA,4,1,0.45,1,1,0,5,6,0.6,0.59,0.63,NA,0.22,0,1,alt,20.9,1,monog,0,05-10,07-20,0,cup,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,0,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31215,retpip
Anthus rubescens,5120,11885,11638,30667,30668:30672,30673,1210,6970,NA,28.38,Passeriformes,Motacillidae,American Pipit,Anthus spinoletta,5,0,0.45,1,1,0,4,5,0.33,0.76,0.24,NA,0.08,0,1,alt,20.68,1,monog,0,06-01,08-15,0,cup,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,80,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,31227,amepip
Anthus spragueii,5130,11891,11646,30674,NA,NA,1211,7000,NA,26.36,Passeriformes,Motacillidae,Sprague's Pipit,NA,4,0,0.45,1,1,0,4,5,0.52,0.42,0.45,NA,0.1,0,1.5,alt,25.5,1,monog,0,05-10,08-30,0,cup,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31234,sprpip
Coccothraustes vespertinus,5140,12417,11773,30864,30865:30872,NA,1221,5140,NA,34.21,Passeriformes,Fringillidae,Evening Grosbeak,Hesperiphona vespertina,15,0,0.45,1,1,0,3,4,0.55,NA,NA,2.9,0.46,0,1.2,alt,57.3,2,monog,0,05-15,08-05,0,cup,0,0,0,0,0,10,40,50,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,40,30,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31425,evegro
Pinicola enucleator,5150,12387,11854,30999,31000:31009,NA,1224,5150,NA,28.81,Passeriformes,Fringillidae,Pine Grosbeak,NA,9,0,0.45,1,1,0,4,4,0.39,0.89,NA,NA,0.31,0,1,alt,56.4,1,monog,0,05-10,08-20,0,cup,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,20,0,30,30,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31561,pingro
Leucosticte arctoa,5160,12354,11876,31065,31066:31070,NA,NA,NA,NA,33.69,Passeriformes,Fringillidae,Asian Rosy-finch,NA,9,1,0.45,1,1,1,4,5,NA,NA,NA,NA,0.3,1,0,alt,30.69,1,monog,0,06-10,08-20,0,cup,0,50,10,40,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,30,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31628,asrfin1
Leucosticte tephrocotis,5170,12355,11877,31071,31072:31080,NA,1227,5240,NA,36.86,Passeriformes,Fringillidae,Gray-crowned Rosy-finch,Leucosticte arctoa,6,0,0.45,1,1,0,3,5,0.83,0.74,0.79,NA,0.49,0,2,alt,37.8,2,monog,0,06-01,07-30,0,cup,0,30,20,30,20,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,60,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31634,gcrfin
Leucosticte atrata,5180,12356,11878,31081,NA,NA,1228,5250,NA,37.42,Passeriformes,Fringillidae,Black Rosy-finch,Leucosticte arctoa,6,0,0.45,1,1,0,3,6,NA,NA,NA,NA,0.3,1,1,alt,25.24,2,monog,0,06-10,08-30,0,cup,0,20,0,40,40,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31644,bkrfin
Leucosticte australis,5190,12357,11879,31082,NA,NA,1229,5260,NA,34.29,Passeriformes,Fringillidae,Brown-capped Rosy-finch,Leucosticte arctoa,9,1,0.45,1,1,0,3,6,0.71,0.47,0.47,NA,0.16,0,1,alt,26.6,2,monog,0,06-15,09-10,0,cup,0,20,0,40,40,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31646,bcrfin
Carpodacus mexicanus,5200,12369,11880,31084,31085:31097,31101,1230,5190,5195,27.47,Passeriformes,Fringillidae,House Finch,Haemorhous mexicanus,12,0,0.41,0,1,0,4,5,NA,0.73,0.62,NA,0.23,0,2,alt,21.4,2,monog,0,04-01,08-05,0,cup,0,0,0,0,20,0,20,20,20,20,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,25,5,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31648,houfin
Carpodacus purpureus,5210,12367,11882,31098,31099:31100,31101;31103,1230,5170,5195,29.08,Passeriformes,Fringillidae,Purple Finch,Haemorhous purpureus,14,0,0.54,0,1,0,4,5,NA,NA,NA,1.88,0.4,0,1.6,alt,23.3,1,monog,0,04-01,08-30,0,cup,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,20,20,40,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31662,purfin
Carpodacus cassinii,5220,12368,11881,31102,NA,31103,1232,5180,5195,28.77,Passeriformes,Fringillidae,Cassin's Finch,Haemorhous cassinii,7,0,0.62,0,1,0,4,5,0.5,NA,NA,0.66,0.33,0,2,alt,26.5,2,monog,0,05-15,07-15,0,cup,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,40,40,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31667,casfin
Carduelis flammea,5230,12346,11937,31254,31255:31258,31264;31265,1236,5280,5275,33.28,Passeriformes,Fringillidae,Common Redpoll,Acanthis flammea,9,1,0.44,1,1,0,4,5,NA,NA,NA,NA,0.28,1,2,alt,13,2,monog,0,04-05,08-30,0,cup,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,40,30,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31820,comred
Carduelis hornemanni,5240,12341,11937,31261,31262:31263,31264;31265,1237,5270,5275,31.84,Passeriformes,Fringillidae,Hoary Redpoll,Acanthis flammea,9,0,0.44,0,1,0,4,5,NA,0.72,0.39,NA,0.28,0,2,alt,15.2,2,monog,0,05-25,07-30,0,cup,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,40,60,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31827,hoared
Loxia curvirostra,5250,12392,11940,31269,31270:31306,31307;31309,1239,5210,5212;5225,34.7,Passeriformes,Fringillidae,Red Crossbill,NA,9,0,0.42,0,1,0,3,4,0.28,0.63,0.63,NA,0.11,0,2,alt,38.29,2,monog,0,01-20,10-05,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,30,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31835,redcro
Loxia leucoptera,5260,12397,11941,31311,31312:31313,NA,1242,5220,5225,35.74,Passeriformes,Fringillidae,White-winged Crossbill,NA,9,1,0.42,1,1,0,2,4,0.55,NA,NA,NA,0.11,1,2.5,alt,28.69,2,monog,0,01-10,10-05,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,20,0,30,30,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31878,whwcro
Carduelis pinus,5270,12318,11980,31361,31362:31366,31367;31369;31387,1246,5330,NA,35.25,Passeriformes,Fringillidae,Pine Siskin,Spinus pinus,9,0,0.27,0,1,0,3,4,0.55,NA,NA,2,0.31,0,1.2,alt,12.7,2,monog,0,03-05,08-20,0,saucer,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,0,70,10,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31931,pinsis
Carduelis psaltria,5280,12333,11982,31375,31376:31380,31388,1249,5300,NA,25.98,Passeriformes,Fringillidae,Lesser Goldfinch,Spinus psaltria,6,0,0.45,1,1,0,4,5,0.62,NA,NA,2.93,0.4,0,1.2,alt,8.77,2,monog,0,04-15,09-30,0,cup,0,0,20,0,0,20,50,10,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,30,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31945,lesgol
Carduelis lawrencei,5290,12334,11983,31381,NA,NA,1250,5310,NA,29.01,Passeriformes,Fringillidae,Lawrence's Goldfinch,Spinus lawrencei,9,1,0.45,1,1,0,4,5,NA,NA,NA,NA,0.3,1,1,alt,10.94,2,monog,0,04-05,09-05,0,cup,0,0,0,0,0,30,60,10,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,90,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31952,lawgol
Carduelis tristis,5300,12332,11981,31382,31383:31386,31387;31388,1251,5290,NA,27.56,Passeriformes,Fringillidae,American Goldfinch,Spinus tristis,11,0,0.45,1,1,0,4,6,0.48,NA,NA,3.1,0.3,0,1.7,alt,12.79,2,polyand,0,06-15,09-20,0,cup,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,10,70,10,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31953,amegfi
Carduelis carduelis,5305,12336,11947,31322,31323:31336,NA,1244,5261,NA,33.309,Passeriformes,Fringillidae,European Goldfinch,NA,10,1,0.45,1,1,0,4,6,0.23,NA,NA,NA,0.14,0,2,alt,16,2,monog,0,04-05,08-20,0,cup,0,0,20,0,0,40,10,30,0,0,0,0,0,0,0,0,20,60,20,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,40,30,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31889,eurgol
Calcarius ornatus,5310,12507,11999,31427,NA,NA,1253,5380,NA,26.72,Passeriformes,Emberizidae,Chestnut-collared Longspur,NA,5,0,0.67,0,1,0,3,5,0.43,0.77,0.48,NA,0.16,0,2,alt,20.3,1,monog,0,05-01,08-05,0,cup,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,40,0,0,0,0,0,0,0,60,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32000,chclon
Calcarius pictus,5320,12506,12000,31428,NA,NA,1254,5370,NA,28.11,Passeriformes,Emberizidae,Smith's Longspur,NA,5,0,0.86,0,1,0,4,5,0.66,0.93,0.59,NA,0.45,0,1,alt,26.66,2,polygam,0,06-15,07-30,0,cup,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32001,smilon
Calcarius mccownii,5330,12504,12001,31429,NA,NA,1255,5390,NA,22.85,Passeriformes,Emberizidae,McCown's Longspur,Rhynchophanes mccownii,7,1,0.52,1,1,0,3,4,0.47,0.63,0.75,1.8,0.22,0,1.8,alt,25.68,1,monog,0,05-05,07-15,0,cup,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32002,mcclon
Calcarius lapponicus,5340,12505,11998,31423,31424:31426,31436,1252,5360,NA,30.83,Passeriformes,Emberizidae,Lapland Longspur,NA,6,0,0.44,0,1,0,4,6,0.86,0.52,0.71,NA,0.32,0,1,alt,27.84,1,polygam,0,05-20,07-25,0,cup,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,20,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31996,laplon
Plectrophenax nivalis,5350,12508,12002,31431,31432:31435,31436;31438;31439,1256,5340,NA,39.32,Passeriformes,Emberizidae,Snow Bunting,NA,4,0,0.55,0,1,0,4,7,0.57,0.73,0.59,NA,0.25,0,1.3,alt,42.2,1,monog,0,06-10,07-20,0,crevice,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,0,70,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32004,snobun
Plectrophenax hyperboreus,5360,12509,12003,31437,NA,31438;31439,NA,NA,NA,36.59,Passeriformes,Emberizidae,McKay's Bunting,NA,4,1,0.55,1,1,0,5,5,0.47,0.67,0.59,NA,0.19,1,2,alt,54.5,1,monog,0,06-05,07-15,0,crevice,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,0,70,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32010,mckbun
Aimophila carpalis,5370,12587,12068,31654,31655:31657,NA,1269,5790,NA,13.45,Passeriformes,Emberizidae,Rufous-winged Sparrow,Peucaea carpalis,5,0,0.52,1,1,0,4,4,0.38,0.5,0.4,NA,0.08,0,1.8,alt,15.3,2,monog,0,06-20,09-25,0,cup,0,0,10,0,0,70,0,0,0,20,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,80,0,0,0,0,60,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,32236,ruwspa
Aimophila botterii,5380,12585,12072,31667,31668:31678,31680,1274,5760,NA,11.5,Passeriformes,Emberizidae,Botteri's Sparrow,Peucaea botterii,4,0,0.52,1,1,0,4,4,0.47,0.67,0.59,2.93,0.19,1,1,alt,19.9,1,monog,0,06-15,09-15,0,cup,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32249,botspa
Aimophila cassinii,5390,12586,12073,31679,NA,31680,1275,5780,NA,16.45,Passeriformes,Emberizidae,Cassin's Sparrow,Peucaea cassinii,7,1,0.52,1,1,0,4,4,0.46,0.67,0.59,NA,0.18,0,1,alt,18.9,1,monog,0,08-01,10-10,0,cup,0,0,60,0,0,40,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,0,0,30,10,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32261,casspa
Aimophila aestivalis,5400,12584,12074,31681,31682:31684,NA,1276,5750,NA,16.46,Passeriformes,Emberizidae,Bachman's Sparrow,Peucaea aestivalis,4,0,0.68,0,1,0,3,5,0.42,0.67,0.59,NA,0.17,0,2,alt,19.56,2,monog,0,05-01,09-30,0,cup,0,60,20,0,0,20,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,0,0,40,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32263,bacspa
Ammodramus savannarum,5410,12554,12079,31686,31687:31697,32015;32016,1277,5460,NA,21.07,Passeriformes,Emberizidae,Grasshopper Sparrow,NA,7,0,0.6,0,1,0,4,5,0.4,0.67,0.59,NA,0.16,0,2.5,alt,17.61,1,monog,0,06-01,08-20,0,cup,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,0,0,40,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32268,graspa
Arremonops rufivirgatus,5420,12618,12075,31709,31710:31720,31724,1278,5860,NA,8.6,Passeriformes,Emberizidae,Olive Sparrow,NA,6,0,0.52,1,1,0,3,4,0.47,0.67,0.59,NA,0.19,1,2,alt,22.43,1,monog,0,03-10,09-30,0,cup,0,0,20,0,0,20,20,0,20,10,10,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Omnivore,40,0,0,0,0,0,20,0,0,40,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32291,olispa
Spizella passerina,5430,12560,12053,31733,31734:31738,31740;31749,1284,5600,NA,24.23,Passeriformes,Emberizidae,Chipping Sparrow,NA,9,0,0.52,1,1,0,2,5,0.48,0.81,0.88,NA,0.34,0,1.25,alt,12.2,1,polygyn,0,04-05,08-25,0,cup,0,0,10,0,0,40,10,40,0,0,0,0,0,0,0,0,80,10,10,0,0,0,0,1,0,PlantSeed,40,0,0,0,0,0,0,0,60,0,0,0,50,30,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,32315,chispa
Spizella pallida,5440,12562,12054,31739,NA,31740;31755,1285,5610,NA,18.58,Passeriformes,Emberizidae,Clay-coloured Sparrow,NA,6,0,0.52,1,1,0,3,4,0.47,0.67,0.59,1.7,0.29,0,1.1,alt,11.2,1,monog,0,06-01,08-15,0,cup,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,60,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32321,clcspa
Spizella atrogularis,5450,12567,12055,31741,31742:31745,NA,1286,5650,NA,15.22,Passeriformes,Emberizidae,Black-chinned Sparrow,NA,7,1,0.52,1,1,0,3,4,0.47,0.67,0.59,NA,0.19,1,1,alt,11.3,1,monog,0,04-20,07-30,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32323,bkcspa
Spizella pusilla,5460,12565,12056,31746,31747:31748,31749,1287,5630,NA,16.71,Passeriformes,Emberizidae,Field Sparrow,NA,8,0,0.4,0,1,0,3,5,0.42,0.67,0.59,1.2,0.13,0,2,alt,12.5,1,monog,0,05-01,08-15,0,cup,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,40,0,0,0,0,0,0,0,60,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32328,fiespa
Spizella breweri,5470,12564,12057,31751,31752:31753,31755,1288,5620,NA,20.48,Passeriformes,Emberizidae,Brewer's Sparrow,NA,7,1,0.3,0,1,0,3,4,0.55,0.58,0.58,NA,0.18,0,1.5,alt,10.9,1,monog,0,05-15,08-05,0,cup,0,0,10,0,0,70,10,0,10,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32333,brespa
Amphispiza bilineata,5480,12570,12061,31758,31759:31768,NA,1281,5730,NA,17.72,Passeriformes,Emberizidae,Black-throated Sparrow,NA,6,0,0.52,1,1,0,3,4,0.29,0.54,0.35,NA,0.06,0,2,alt,13.5,1,monog,0,03-15,07-30,0,cup,0,0,10,0,0,60,0,0,0,30,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,60,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,32343,bktspa
Aimophila quinquestriata,5490,12576,12062,31769,31770:31771,NA,NA,NA,NA,12.05,Passeriformes,Emberizidae,Five-striped Sparrow,Amphispiza quinquestriata;Amphispizopsis quinquestriata,4,0,0.52,1,1,0,3,4,0.36,0.67,0.59,NA,0.14,0,2,alt,19.53,1,monog,0,06-15,09-20,0,cup,0,10,50,0,0,40,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,0,0,30,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32340,fisspa
Chondestes grammacus,5500,12569,12063,31772,31773:31774,NA,1282,5520,NA,28.85,Passeriformes,Emberizidae,Lark Sparrow,NA,7,0,0.52,1,1,0,4,5,0.22,0.7,0.7,NA,0.11,0,1.2,alt,29,2,monog,0,04-15,08-20,0,cup,0,30,30,0,0,40,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,70,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32354,larspa
Calamospiza melanocorys,5510,12510,12064,31775,NA,NA,1283,6050,NA,24.31,Passeriformes,Emberizidae,Lark Bunting,NA,4,0,0.52,1,1,0,4,5,0.47,0.7,0.65,NA,0.21,0,1,alt,37.6,1,polygyn,0,05-05,08-15,0,cup,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,10,20,10,0,0,1,0,PlantSeed,30,0,0,0,0,0,10,0,60,0,0,0,80,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,32357,larbun
Spizella arborea,5520,12559,12209,31839,31840:31841,NA,1294,5590,NA,19.94,Passeriformes,Emberizidae,American Tree Sparrow,Passerella arborea;Spizelloides arborea,10,0,0.39,0,1,0,3,5,0.47,0.89,0.88,NA,0.37,0,1,alt,17.83,1,monog,0,06-15,08-05,0,cup,0,20,40,0,0,40,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32421,amtspa
Passerella iliaca,5530,12511,12005,31843,31844:31866,NA,1293,5850,NA,26.08,Passeriformes,Emberizidae,Fox Sparrow,NA,9,0,0.5,0,1,0,2,5,0.63,0.67,0.59,1.96,0.35,0,1,alt,33.25,1,monog,0,05-15,07-30,0,cup,0,0,30,0,0,30,40,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,Omnivore,40,0,0,0,0,0,20,0,20,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32425,foxspa
Junco hyemalis,5540,12529,12194,31867,31868:31889,31897;31898;31948,1301,5677,5670;5671;5680;5660;5690,22.12,Passeriformes,Emberizidae,Dark-eyed Junco,NA,11,0,0.49,0,1,0,3,5,0.55,0.67,0.59,3.08,0.42,0,2,alt,19.5,1,monog,0,05-01,08-15,0,cavity,30,50,10,10,0,0,0,0,0,0,0,0,0,0,0,0,60,10,30,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,70,0,0,0,60,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,32449,daejun
Junco phaeonotus,5550,12532,12196,31891,31892:31896,31897;31898,1302,5700,NA,21.25,Passeriformes,Emberizidae,Yellow-eyed Junco,NA,10,0,0.45,0,1,0,3,4,0.47,0.67,0.59,3.2,0.43,0,1.5,alt,20.4,1,monog,0,04-25,07-20,0,cup,0,20,20,15,5,30,5,5,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,40,30,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32473,yeejun
Zonotrichia leucophrys,5560,12526,12203,31930,31931:31937,31939;31942;31944;31945,1305,5540,NA,23.33,Passeriformes,Emberizidae,White-crowned Sparrow,NA,13,0,0.52,1,1.25,0,3,5,0.47,0.67,0.59,1.98,0.19,1,2.5,alt,28,1,monog,0,05-20,08-25,0,cup,0,0,40,0,0,60,0,0,0,0,0,0,0,0,0,0,80,10,10,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,0,70,10,0,0,60,30,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,32512,whcspa
Zonotrichia atricapilla,5570,12527,12204,31938,NA,31946;31939,1306,5570,NA,22.88,Passeriformes,Emberizidae,Golden-crowned Sparrow,NA,10,0,0.37,0,1,0,3,5,0.57,0.65,0.5,NA,0.19,0,1.2,alt,31.99,1,monog,0,06-01,08-10,0,cup,0,0,30,0,0,60,5,5,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,60,30,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32521,gocspa
Zonotrichia querula,5580,12523,12201,31940,NA,31941;31942,1307,5530,NA,23.69,Passeriformes,Emberizidae,Harris's Sparrow,NA,11,0,0.38,0,1,0,4,5,0.65,0.89,0.59,2.07,0.3,0,1,alt,35.5,1,monog,0,06-10,07-20,0,cup,0,0,50,0,0,50,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,90,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32523,harspa
