name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic
Tryngites subruficollis,1670,4140,2838,5895,,5896,362,2620,2429,54.72,Charadriiformes,Scolopacidae,Buff-breasted Sandpiper,Calidris subruficollis,15,1,0.75,0,1,0,4,4,0.59,0.42,0.35,,0.09,0,1,pre2,62.1,3,promisc,0,06-05,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calidris melanotos,1680,4130,2839,5897,,5898;5899,363,2390,2429,53.39,Charadriiformes,Scolopacidae,Pectoral Sandpiper,,5,0,0.66,1,1,0,4,4,0.71,0.62,0.44,,0.18,0,1,pre2,79.73,1,polygyn,0,06-01,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,20,0,70,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,10,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
Calidris pusilla,1690,4121,2840,5900,,5902,364,2460,2429,54.16,Charadriiformes,Scolopacidae,Semipalmated Sandpiper,,16,0,0.67,0,2.5,0,4,4,0.42,0.72,0.19,,0.08,0,1,pre2,27.5,1,monog,0,06-10,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,20,0,60,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0
Calidris mauri,1700,4122,2841,5901,,5902,365,2470,2429,49,Charadriiformes,Scolopacidae,Western Sandpiper,,9,0,0.62,0,1.5,0,4,4,0.51,0.72,0.73,1.7,0.22,0,1.1,pre2,27.82,2,monog,0,05-25,06-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,60,0,20,0,20,0,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,0,0,10,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
Calidris acuminata,1705,4132,2823,5859,,5898;5865,347,2380,2422;2429,54.48,Charadriiformes,Scolopacidae,Sharp-tailed Sandpiper,,9,1,0.62,1,1.5,0,4,4,,,,,0.2,1,1,pre2,66.08,2,promisc,0,06-01,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,60,0,20,0,20,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
Calidris pugnax,1706,4143,2821,5855,,,345,2600,,50.817,Charadriiformes,Scolopacidae,Ruff,Philomachus pugnax,11,0,0.52,0,1,0,4,4,,,,,0.2,1,1,pre2,131.68,2,polygyn,0,05-01,06-30,0,scrape,0,40,60,0,0,0,0,0,0,0,0,0,50,0,20,0,20,10,0,0,0,0,0,1,0,Invertebrate,60,0,10,10,0,0,0,0,10,10,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
Limnodromus griseus,1710,4112,2817,5906,5907:5909,5911,367,2310,2327,50.33,Charadriiformes,Scolopacidae,Short-billed Dowitcher,,13,0,0.72,1,1.5,0,4,4,0.56,0.97,,,0.26,0,1,pre2,110.53,3,monog,0,06-01,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,40,0,50,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,0,0,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
Limnodromus scolopaceus,1720,4113,2851,5910,,5911,368,2320,2327,51.03,Charadriiformes,Scolopacidae,Long-billed Dowitcher,,7,0,0.72,1,1.5,0,4,4,0.73,,,,0.33,0,1,pre2,104.4,2,monog,0,05-20,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,30,0,30,0,0,0,0,0,1,1,0,Invertebrate,60,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
Scolopax minor,1730,4043,2859,5920,,,372,2280,,30.63,Charadriiformes,Scolopacidae,American Woodcock,,10,0,0.82,0,1,0,3,4,0.42,0.95,0.95,,0.38,0,1,pre2,196.32,1,polygyn,0,02-01,06-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,10,0,80,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0
Gallinago gallinago,1740,4051,2878,5942,5938:5940,5941;5943;5947;5951,376,2300,,46.49,Charadriiformes,Scolopacidae,Common Snipe,Gallinago delicata,12,0,0.5,0,1,0,3,4,0.59,0.56,,,0.33,0,1,pre2,112.94,2,monog,0,05-10,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,20,0,40,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0
Steganopus tricolor,1750,4145,2886,5964,,,393,2240,,56.17,Charadriiformes,Scolopacidae,Wilson's Phalarope,Phalaropus tricolor,10,0,0.87,0,2,0,3,4,0.59,0.33,0.43,,0.09,0,1.25,pre2,59.39,3,polyand,0,05-01,07-25,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,5,0,75,0,20,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,5,0,30,0
Phalaropus lobatus,1760,4146,2887,5965,,5967,394,2230,,49.34,Charadriiformes,Scolopacidae,Red-necked Phalarope,,10,0,0.7,0,1,0,2,4,0.8,,,,0.23,0,2,pre2,36.68,3,polyand,0,05-25,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,80,0,10,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,30,0
Phalaropus fulicarius,1770,4148,2888,5966,,5967,,,,50.05,Charadriiformes,Scolopacidae,Red Phalarope,,6,0,0.71,1,1.5,0,3,4,,,,1,0.25,0,1.25,pre2,55.59,3,monog,0,05-25,08-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,50,0,40,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0
Actitis macularius,1780,4104,2891,5970,5969,5971,379,2630,2631,47.48,Charadriiformes,Scolopacidae,Spotted Sandpiper,,12,0,0.63,0,1,0,4,4,,0.51,0.83,,0.34,0,1,pre2,40.4,1,polyand,0,05-01,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,20,0,60,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
Tringa solitaria,1790,4098,2893,5973,5974:5975,,381,2560,,49.72,Charadriiformes,Scolopacidae,Solitary Sandpiper,,15,1,0.72,1,1,0,4,4,,,,,0.24,1,1,pre2,48.4,1,monog,0,06-01,07-01,1,cup,0,0,0,0,0,0,40,60,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,1,0,Invertebrate,80,0,20,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
Tringa nebularia,1795,4094,2899,5981,,5983,388,2530,,52.578,Charadriiformes,Scolopacidae,Common Greenshank,,11,0,0.72,1,1,0,4,4,,0.67,0.32,,0.21,0,1,pre2,187,1,monog,1,04-15,06-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,40,0,40,0,20,0,0,0,0,0,0,1,0,Invertebrate,80,10,0,10,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
Heteroscelus incanus,1800,4106,2895,5977,,5978,383,2590,,55.25,Charadriiformes,Scolopacidae,Wandering Tattler,Tringa incana,15,1,0.72,1,2,0,4,4,,,,,0.24,1,1,pre2,108.24,1,monog,0,05-15,06-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,30,0,20,0,50,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0
Tringa melanoleuca,1810,4096,2900,5980,,5988,389,2540,2555,50.19,Charadriiformes,Scolopacidae,Greater Yellowlegs,,15,1,0.72,1,1.6,1,4,4,,,,,0.24,1,1,pre2,161.74,1,monog,0,05-01,06-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,70,0,20,0,0,0,0,0,1,1,0,Invertebrate,65,0,10,20,0,0,5,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,10,50,0
Catoptrophorus semipalmatus,1820,4107,2896,5984,5985:5986,,386,2580,,47.61,Charadriiformes,Scolopacidae,Willet,Tringa semipalmata,10,0,0.85,0,1,0,4,4,0.52,,,,0.31,0,1,pre2,245.7,1,monog,0,05-01,07-01,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,50,0,30,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Tringa flavipes,1830,4097,2897,5987,,5988,384,2550,2555,52.77,Charadriiformes,Scolopacidae,Lesser Yellowlegs,,5,0,0.72,1,1,0,4,4,0.59,0.73,0.3,,0.13,0,1,pre2,77.5,2,monog,0,05-01,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,40,0,40,0,0,0,0,0,0,1,0,Invertebrate,90,0,0,5,0,0,0,0,5,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0
Tringa glareola,1840,4100,2902,5990,,,,,,48.81,Charadriiformes,Scolopacidae,Wood Sandpiper,,11,0,0.46,0,1,0,4,4,,,,,0.24,1,1,pre2,62.05,1,monog,0,05-10,07-01,0,saucer,0,80,0,0,0,0,10,10,0,0,0,0,40,0,30,0,30,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0
Stercorarius pomarinus,1850,4348,3068,6119,,6121;6125,399,360,,59.84,Charadriiformes,Stercorariidae,Pomarine Jaeger,,13,1,0.81,1,3,0,2,2,0.57,,0.32,,0.11,0,0.25,semipre,692.47,1,monog,0,06-01,07-30,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,1,0.25,VertFishScav,0,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,1
Stercorarius parasiticus,1860,4346,3067,6120,,6121;6126,400,370,,59.23,Charadriiformes,Stercorariidae,Parasitic Jaeger,,18,0,0.89,0,4,0,2,2,,0.89,,,0.12,0,1,semipre,444.31,1,monog,0,05-05,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,0,1,0.9,VertFishScav,20,30,0,30,0,0,20,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,40,0,0,0,0,0,0,0,0
Stercorarius longicaudus,1870,4345,3066,6122,6123:6124,6125;6126,401,380,,63.78,Charadriiformes,Stercorariidae,Long-tailed Jaeger,,8,0,0.73,0,3,0,2,2,0.43,0.29,0.58,,0.07,0,1,semipre,287.9,1,monog,0,05-25,07-15,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0.6,VertFishScav,30,60,0,0,0,0,10,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,60,0,0,0,0,0,0,0,0
Alle alle,1880,4507,3100,6129,6130:6131,,,,,51.34,Charadriiformes,Alcidae,Little Auk,,24,1,0.85,1,2.5,0,1,1,0.5,0.65,0.77,,0.25,0,1,semipre,180.73,3,monog,0,05-25,07-15,0,crevice,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,Invertebrate,90,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,80,0,0,0,0,1
Uria aalge,1890,4508,3102,6132,6133:6136,6142;6143,403,300,315,57.51,Charadriiformes,Alcidae,Common Guillemot,,34,0,0.82,0,5,0,1,1,0.46,,,0.65,0.3,0,0.92,semipre,991.93,3,monog,0,05-01,07-05,0,no,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,10,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Uria lomvia,1900,4509,3101,6137,6138:6141,6142;6143,404,310,315,51.83,Charadriiformes,Alcidae,Thick-billed Guillemot,,29,0,0.89,0,5.7,0,1,1,0.46,,,0.52,0.24,0,0.9,semipre,963.99,3,monog,0,05-10,07-05,0,no,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,20,0,0,70,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Alca torda,1910,4510,3098,6144,6145:6146,,406,320,,56.8,Charadriiformes,Alcidae,Razorbill,,41,0,0.91,0,5,0,1,1,0.7,0.7,0.9,,0.44,0,0.95,semipre,725.99,3,monog,0,06-25,08-05,0,crevice,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Cepphus grylle,1920,4512,3089,6149,6150:6155,6163,407,270,,43.16,Charadriiformes,Alcidae,Black Guillemot,,21,0,0.87,0,4,0,1,2,0.54,0.66,0.68,,0.24,0,1,semipre,378,3,monog,0,06-01,07-15,0,no,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Cepphus columba,1930,4513,3090,6156,6157:6162,6163,408,290,,40.08,Charadriiformes,Alcidae,Pigeon Guillemot,,14,0,0.8,0,3.5,0,1,2,0.46,,,0.81,0.19,0,1,semipre,530,2,monog,0,05-05,07-25,0,crevice,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Brachyramphus marmoratus,1940,4517,3086,6166,,,410,230,,58.42,Charadriiformes,Alcidae,Marbled Murrelet,,24,1,0.85,0,3,0,1,1,0.46,0.67,0.45,,0.14,0,0.9,semipre,220,1,monog,0,03-15,08-30,0,saucer,0,50,0,0,0,0,10,40,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Brachyramphus brevirostris,1950,4519,3087,6167,,,411,240,,53.16,Charadriiformes,Alcidae,Kittlitz's Murrelet,,25,0,0.87,0,3.5,0,1,1,0.16,,0.23,,0.04,0,0.8,semipre,234,1,monog,0,05-10,08-30,0,no,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Synthliboramphus hypoleucus,1960,4520,3095,6169,,6170;6173,,,,48.74,Charadriiformes,Alcidae,Xantus's Murrelet,,24,1,0.85,1,3,1,1,2,0.46,,,0.69,0.16,0,0.9,semipre,167,1,monog,0,01-01,07-10,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Synthliboramphus antiquus,1970,4524,3092,6174,6175:6176,,415,210,,51.86,Charadriiformes,Alcidae,Ancient Murrelet,,22,0,0.77,0,3,0,1,2,0.46,,,1.51,0.35,0,1,pre2,217.72,3,monog,0,03-05,08-15,0,burrow,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Ptychoramphus aleuticus,1980,4526,3080,6179,6180:6181,,416,160,,40.69,Charadriiformes,Alcidae,Cassin's Auklet,,20,0,0.78,0,3,0,1,1,0.46,,,0.61,0.28,0,1.1,semipre,184,3,monog,0,03-15,07-20,0,burrow,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,70,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Aethia psittacula,1990,4527,3081,6182,,,,,,41.13,Charadriiformes,Alcidae,Parakeet Auklet,,24,1,0.85,1,3.5,0,1,1,0.46,0.68,0.76,0.55,0.23,0,1,semipre,269.98,2,monog,0,05-15,07-30,0,crevice,0,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Aethia pusilla,2000,4530,3082,6183,,,,,,40.4,Charadriiformes,Alcidae,Least Auklet,,10,0,0.75,0,3,0,1,1,0.46,,,0.56,0.26,0,1,semipre,83.99,3,monog,0,05-01,07-20,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Aethia pygmaea,2010,4529,3083,6184,,,,,,40.81,Charadriiformes,Alcidae,Whiskered Auklet,,24,1,0.85,1,3,0,1,1,0.46,,,0.73,0.34,0,1,semipre,112,3,monog,0,05-05,07-20,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Aethia cristatella,2020,4528,3084,6185,,,,,,44.16,Charadriiformes,Alcidae,Crested Auklet,,24,1,0.86,0,3.5,0,1,1,0.46,,,0.55,0.25,0,1,semipre,259.36,3,monog,0,05-05,08-10,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Cerorhinca monocerata,2030,4531,3076,6186,,,421,150,,51.99,Charadriiformes,Alcidae,Rhinoceros Auklet,,24,1,0.85,1,3,0,1,1,0.28,,,0.69,0.19,0,1,semipre,482.24,3,monog,0,03-15,08-20,0,burrow,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Fratercula arctica,2040,4532,3078,6188,6189:6191,,,,,51.64,Charadriiformes,Alcidae,Atlantic Puffin,,31,0,0.95,0,4.5,0,1,1,0.64,,,0.56,0.36,0,1,semipre,593.01,3,monog,0,04-20,06-25,0,burrow,0,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,20,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Fratercula corniculata,2050,4533,3079,6192,,,423,140,,52.26,Charadriiformes,Alcidae,Horned Puffin,,20,0,0.85,1,4.5,0,1,1,0.46,0.75,0.73,0.56,0.25,0,1,semipre,536.14,3,monog,0,06-01,09-10,0,burrow,0,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Fratercula cirrhata,2060,4534,3077,6193,,,424,120,,50.45,Charadriiformes,Alcidae,Tufted Puffin,,24,1,0.93,0,4.5,0,1,1,0.43,0.62,0.68,,0.18,0,1,semipre,774.37,3,monog,0,03-05,09-10,0,burrow,0,70,0,30,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,1,1,0,VertFishScav,30,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1
Rissa tridactyla,2070,4440,2965,6197,6198:6199,6201,426,400,534,60.58,Charadriiformes,Laridae,Black-legged Kittiwake,,20,0,0.88,0,5,0,2,2,0.65,0.57,0.5,1.4,0.19,0,1,semipre,415.99,3,monog,0,04-25,07-25,0,cup,0,0,0,100,0,0,0,0,0,0,0,0,0,70,20,0,10,0,0,0,0,0,0,1,0,Omnivore,30,20,0,30,0,0,0,0,10,10,0,0,10,0,0,0,0,0,0,0,0,0,10,20,0,0,60,0,0,0,1
Rissa brevirostris,2080,4441,2964,6200,,6201,,,534,62.19,Charadriiformes,Laridae,Red-legged Kittiwake,,21,1,0.8,1,4,0,2,2,0.25,,,,0.08,0,1,semipre,377,3,monog,0,06-01,08-15,0,cup,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,0,VertFishScav,40,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,70,0,0,0,0,0,0,1
Pagophila eburnea,2090,4436,2963,6202,,,,,534,60.98,Charadriiformes,Laridae,Ivory Gull,,17,0,0.86,0,2,0,1,2,,,,,0.2,1,1,semipre,549.99,3,monog,0,06-10,08-15,0,saucer,0,60,0,40,0,0,0,0,0,0,0,0,0,0,30,0,70,0,0,0,0,0,1,1,0,VertFishScav,30,0,0,40,0,30,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,10,40,0,0,10,0,0,0,1
Xema sabini,2100,4438,2962,6203,6204:6207,,429,620,534,59.37,Charadriiformes,Laridae,Sabine's Gull,,15,0,0.89,0,2,0,2,3,,0.36,0.75,,0.1,0,0.8,semipre,198,2,monog,0,05-30,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,20,0,40,0,40,0,0,0,0,0,0,1,0,Omnivore,40,10,0,20,0,10,0,0,10,10,0,0,60,0,0,0,20,0,0,0,0,0,0,0,0,0,20,0,0,0,1
Larus philadelphia,2110,4426,2966,6210,,6239,430,600,534,59.01,Charadriiformes,Laridae,Bonaparte's Gull,Chroicocephalus philadelphia,18,0,0.8,1,2,0,2,3,,,,1.86,0.37,0,1,semipre,210.71,1,monog,0,05-25,07-10,0,saucer,0,10,0,0,0,0,10,80,0,0,0,0,10,40,40,0,10,0,0,0,0,0,0,1,0,Omnivore,50,0,0,50,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,20,0,0,60,0,0,0,0
Larus ridibundus,2120,4424,2969,6226,,6227;6230,432,551,534,58.81,Charadriiformes,Laridae,Black-headed Gull,Chroicocephalus ridibundus,32,0,0.9,0,1.5,0,2,3,,,,,0.2,1,1,semipre,284,3,monog,0,03-20,06-10,0,scrape,0,80,0,10,5,0,0,0,0,0,0,5,10,0,40,0,30,0,0,0,0,20,0,1,0.3,Omnivore,40,0,0,30,0,0,0,0,10,0,20,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0
Larus minutus,2130,4435,2959,6231,,,433,601,534,57.81,Charadriiformes,Laridae,Little Gull,Hydrocoloeus minutus,5,0,0.8,1,2.5,0,2,3,,,,0.2,0.07,0,1,semipre,118,3,monog,0,05-25,07-20,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,10,60,0,30,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,20,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,80,0,0,0,0
Rhodostethia rosea,2140,4437,2960,6232,,,434,610,534,60.16,Charadriiformes,Laridae,Ross's Gull,,21,1,0.8,1,0,0,2,4,,,,,0.2,1,0.8,semipre,195,2,monog,0,06-10,07-30,0,saucer,0,100,0,0,0,0,0,0,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,20,0,10,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,0,0,0
Larus atricilla,2150,4433,2979,6235,,6236;6237,436,580,534,57.33,Charadriiformes,Laridae,Laughing Gull,Leucophaeus atricilla,19,0,0.8,1,3,0,2,3,,0.65,0.32,,0.21,0,1,semipre,307.41,3,monog,0,04-10,06-05,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,10,0,60,0,10,10,0,0,0,10,0,1,0.2,VertFishScav,40,0,0,40,0,10,0,0,0,0,10,0,60,0,0,0,0,0,0,0,0,0,0,20,10,0,10,0,0,0,1
Larus pipixcan,2160,4434,2978,6238,,6239;6240;6266,437,590,534,57.24,Charadriiformes,Laridae,Franklin's Gull,Leucophaeus pipixcan,9,0,0.8,1,2,0,2,3,0.94,,,1.19,0.27,0,1,semipre,280,3,monog,0,04-25,06-05,0,scrape,0,0,0,0,0,0,0,0,0,0,0,100,5,0,30,0,35,15,0,0,0,15,0,1,0.1,Omnivore,40,10,0,10,0,0,0,0,15,10,15,0,50,0,0,0,20,10,0,0,0,0,0,10,0,0,10,0,0,0,0
Larus heermanni,2170,4373,2987,6256,,,440,570,534,55.24,Charadriiformes,Laridae,Heermann's Gull,,27,0,0.5,0,3.75,0,2,3,,,,0.31,0.12,0,1,semipre,499.99,3,monog,0,03-20,06-10,0,scrape,0,100,0,0,0,0,0,0,0,0,0,0,0,30,50,0,20,0,0,0,0,0,0,1,0.1,VertFishScav,35,0,30,30,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,30,0,0,0,1
