name,proj_id,et_id,hbw_id,ebd_id,ebd_sub,ebd_mix,bbs_id,aou_id,aou_mix,hwi,order,family,eng_name,synonyms,mlife,mis_mlife,adsurviv,mis_adsurviv,matage,parasi,egglow,eggupp,nsuc,hatc,fled,ypp,suces,mis_suces,attem,dev,bmass,naggr,brsys,mis_breed,bpstart,bpstop,ndepen,nest,nsbank,nsgroun,nsgrass,nsclif,nsbuild,nsshru,nsdeci,nsconi,nssnag,nscact,nstang,nsfloat,fsmud,fswatb,fswata,fstimb,fsgroun,fsunder,fsmidhigh,fscanopy,fsaerial,fsdump,fpnoct,fpdiur,klepto,fc_categ,fcinvert,fcvend,fcvect,fcfish,fcunk,fcscav,fcfruit,fcnect,fcseed,fcgree,fcleft,fmdig,fmgrgl,fmfogl,fmbagl,fmhogl,fmhopo,fmhawk,fmaero,fmapur,fmswoo,fmhipa,fmlopa,fmhidi,fmskim,fmsdiv,fmsdip,fmdabb,fmstal,fmprob,pelagic
Oreoscoptes montanus,4860,9579,10292,26981,,,1181,7020,,25.98,Passeriformes,Mimidae,Sage Thrasher,,10,1,0.58,1,1,0,3,5,0.68,0.93,0.73,,0.46,0,1.2,alt,44.2,1,monog,0,04-10,08-05,0,cup,0,0,20,0,0,80,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimus gundlachii,4870,9566,10287,26991,26992:26993,27026,1182,7031,,22.35,Passeriformes,Mimidae,Bahama Mockingbird,,14,0,0.32,0,1,0,3,5,0.5,,,2.5,0.31,0,2,alt,66.8,1,monog,0,02-10,07-20,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,Omnivore,30,0,20,0,0,0,30,20,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mimus polyglottos,4880,9564,10284,27022,27023:27025,27026;27027;27028,1185,7030,,20.5,Passeriformes,Mimidae,Northern Mockingbird,,14,0,0.32,0,1,0,3,5,0.5,,,2.5,0.31,0,2.25,alt,48.5,1,monog,0,03-01,09-01,0,cup,0,0,0,0,0,70,20,10,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,40,0,0,0,10,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sialia sialis,4890,8871,10304,27031,27032:27040,27048;27050,1134,7660,,32.77,Passeriformes,Turdidae,Eastern Bluebird,,6.5,0,0.39,0,1,0,4,5,0.46,0.83,0.82,,0.31,0,2,alt,27.5,2,monog,0,02-25,09-25,0.7,cavity,0,0,0,0,0,0,30,20,50,0,0,0,0,0,0,0,70,0,0,30,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,30,0,0,0,0,0,0,40,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,0,0
Sialia mexicana,4900,8872,10303,27041,27042:27047,27048;27051,1135,7670,,37.24,Passeriformes,Turdidae,Western Bluebird,,6,0,0.56,0,1,0,4,6,0.63,,,,0.42,0,1.5,alt,26.44,1,monog,0,04-20,08-05,0.5,cavity,0,0,0,0,5,0,45,0,50,0,0,0,0,0,0,0,70,0,0,30,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,30,30,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0
Sialia currucoides,4910,8873,10305,27049,,27050;27051,1136,7680,,36.6,Passeriformes,Turdidae,Mountain Bluebird,,6,0,0.48,0,1,0,5,7,0.51,0.9,0.87,,0.4,0,1.8,alt,29.6,1,monog,0,04-01,09-10,0.9,cavity,0,0,0,0,0,0,70,0,30,0,0,0,0,0,0,0,90,0,0,10,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,30,0,10,0,0,0,20,0,0,20,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0
Myadestes townsendi,4920,8880,10314,27067,27068:27069,,1137,7540,,29.88,Passeriformes,Turdidae,Townsend's Solitaire,,5,0,0.56,0,1,0,3,5,0.47,0.73,0.4,,0.14,0,1.4,alt,33.2,2,monog,0,05-15,08-25,0,cup,0,20,40,0,0,10,0,0,30,0,0,0,0,0,0,0,0,0,60,20,20,0,0,1,0,Omnivore,50,0,0,0,0,0,20,0,20,10,0,0,30,30,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
Zoothera naevia,4930,8836,10359,27157,27158:27160,27471,1165,7630,,33.4,Passeriformes,Turdidae,Varied Thrush,Ixoreus naevius,5,0,0.54,1,1,0,3,4,0.29,,,,0.16,0,1.9,alt,77.5,1,monog,0,04-01,08-05,0,cup,0,0,0,0,10,5,35,45,0,0,5,0,0,0,0,0,80,20,0,0,0,0,0,1,0,FruiNect,30,0,0,0,0,0,70,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catharus fuscescens,4940,8902,10371,27215,27216:27219,27225,1145,7560,,27.74,Passeriformes,Turdidae,Veery,,13,0,0.54,1,1,0,3,5,0.38,0.65,0.7,,0.17,0,1,alt,31.9,1,polygam,0,05-15,07-15,0,cup,0,30,30,0,0,40,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,40,0,10,0,0,0,60,20,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
Catharus minimus,4950,8903,10372,27220,27221:27222,27225,1146,7570,,30.4,Passeriformes,Turdidae,Grey-cheeked Thrush,,7,0,0.49,0,1,0,3,5,0.46,,,0.76,0.09,0,1,alt,31.58,1,monog,0,05-25,08-10,0,cup,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,80,0,10,10,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,20,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catharus bicknelli,4960,8904,10373,27223,,27224;27225,1147,7571,,28.6,Passeriformes,Turdidae,Bicknell's Thrush,Catharus minimus,11,0,0.45,0,1,0,3,5,0.46,,,1.8,0.21,0,1,alt,27.79,1,monog,0,05-15,08-10,0,cup,0,0,5,0,5,60,5,5,20,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,10,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catharus ustulatus,4970,8906,10383,27226,27227:27234,,1148,7580,,31.65,Passeriformes,Turdidae,Swainson's Thrush,,10,0,0.57,0,1,0,3,4,0.31,,,2.72,0.24,0,1,alt,30.3,1,monog,0,06-01,08-25,0,cup,0,0,10,0,0,60,0,30,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,40,0,0,0,0,0,0,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Catharus guttatus,4980,8909,10374,27235,27236:27247,,1149,7590,,26.51,Passeriformes,Turdidae,Hermit Thrush,,11,0,0.67,0,1,0,3,5,0.32,,,1.78,0.14,0,1.3,alt,30.1,1,monog,0,05-05,08-30,0,cup,0,20,20,0,0,20,10,30,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,20,0,0,0,0,0,60,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hylocichla mustelina,4990,8910,10368,27249,,,1150,7550,,26.84,Passeriformes,Turdidae,Wood Thrush,,8,0,0.72,0,1,0,3,4,0.54,0.64,0.71,,0.25,0,1.9,alt,50.09,1,monog,0,05-10,08-30,0,cup,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,60,0,0,0,0,0,40,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turdus migratorius,5000,9007,10455,27462,27463:27470,27471,1163,7610,,30.82,Passeriformes,Turdidae,American Robin,,13,0,0.48,0,1,0,3,4,0.65,,,1,0.19,0,2.2,alt,78.5,2,monog,0,04-01,08-15,0,cup,0,0,5,5,0,10,50,30,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,50,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lonchura punctulata,5005,12181,11489,30145,30146:30158,,1197,8110,,21.789,Passeriformes,Estrildidae,Scaly-breasted Munia,,8,0,0.54,1,1,0,3,6,,,,,0.3,1,2,alt,13.6,2,monog,0,05-01,09-25,0,sphere,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,50,20,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luscinia svecica,5010,9216,10746,28266,28267:28280,,1125,7640,,20.3,Passeriformes,Muscicapidae,Bluethroat,Cyanecula svecica,10,1,0.5,1,1,0,4,7,0.58,0.77,0.74,,0.33,0,1,alt,17.23,1,monog,0,06-01,07-30,0,cup,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,1,0,Invertebrate,60,0,10,0,0,0,20,0,10,0,0,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oenanthe oenanthe,5020,9353,10890,28629,28630:28634,,1133,7650,,33.41,Passeriformes,Muscicapidae,Northern Wheatear,,10,0,0.5,0,1,0.1,5,6,0.43,0.8,0.85,,0.29,0,1.2,alt,25.39,1,monog,0,04-15,08-15,0,crevice,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,20,0,10,0,0,0,70,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombycilla garrulus,5030,8766,10942,28726,28727:28729,28731,1188,6180,6185,35.77,Passeriformes,Bombycillidae,Bohemian Waxwing,,12,0,0.45,1,2,0,4,6,,,,,0.08,1,1,alt,54.41,2,monog,0,05-25,08-10,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,40,40,0,20,0,0,1,0,Omnivore,30,0,0,0,0,0,50,0,0,20,0,0,0,80,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombycilla cedrorum,5040,8768,10944,28730,,28731,1189,6190,6185,35.6,Passeriformes,Bombycillidae,Cedar Waxwing,,7,0,0.45,0,1,0,3,5,0.58,,,,0.09,1,1.8,alt,31.58,2,monog,0,06-01,09-30,0,cup,0,0,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,40,40,0,20,0,0,1,0,FruiNect,20,0,0,0,0,0,70,0,0,10,0,0,0,80,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Phainopepla nitens,5050,8762,10946,28747,28748:28749,,1192,6200,,16.88,Passeriformes,Bombycillidae,Phainopepla,,5,0,0.45,1,1,0,2,3,,,,0.65,0.15,1,2,alt,22.1,1,monog,0,03-01,08-25,0,cup,0,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,40,40,0,20,0,0,1,0,FruiNect,40,0,0,0,0,0,60,0,0,0,0,0,0,60,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Peucedramus taeniatus,5060,12242,11239,29508,29509:29513,,1193,6510,,27.56,Passeriformes,Peucedramidae,Olive Warbler,,4,0,0.45,1,1,0,3,4,,,,1.7,0.23,0,1,alt,11,1,monog,0,05-25,06-25,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Euplectes franciscanus,5065,12032,11261,29751,,,1195,19500,,17.208,Passeriformes,Ploceidae,Orange Bishop,,8,0,0.45,1,0,0,2,4,,,,,0.15,1,2,alt,16,2,polygyn,0,08-01,11-15,0,sphere,0,0,0,0,0,20,30,30,20,0,0,0,0,0,0,0,0,20,80,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,80,0,0,0,70,10,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Passer domesticus,5070,11753,11579,30329,30330:30341,30344;30405;30406,1200,6882,,25.71,Passeriformes,Passeridae,House Sparrow,,13,0,0.57,0,1,0,4,6,0.58,0.62,0.4,,0.14,0,2.5,alt,26.51,3,monog,0,03-05,09-25,0,cavity,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,40,40,0,0,0,20,0,1,0,PlantSeed,10,0,0,0,0,0,0,0,50,20,20,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Passer montanus,5080,11778,11602,30395,30396:30404,30405;30406,1201,6883,,22.84,Passeriformes,Passeridae,Eurasian Tree Sparrow,,8,0,0.66,0,1,0,4,6,0.72,0.72,0.52,,0.27,0,2.5,alt,21.39,2,monog,0,04-10,09-05,0.1,cavity,0,0,0,0,50,0,30,10,10,0,0,0,0,0,0,0,40,20,30,0,0,10,0,1,0,PlantSeed,40,0,0,0,0,0,0,0,50,0,10,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motacilla flava,5090,11815,11701,30490,30491:30495,30496;30472,1202,6960,,33.5,Passeriformes,Motacillidae,Yellow Wagtail,Motacilla tschutschensis,8,0,0.66,0,1,0,5,6,,0.76,0.37,,0.23,0,1,alt,17.68,1,polygyn,0,06-05,07-20,0,cup,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Invertebrate,70,0,0,0,0,0,10,0,10,10,0,0,90,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
Motacilla alba,5100,11802,11705,30509,30510:30520,30521,1205,6940,,30.98,Passeriformes,Motacillidae,White Wagtail,,10,0,0.66,1,1,0,5,6,0.82,0.79,0.77,,0.5,0,1,alt,23.93,1,monog,0,04-20,08-20,0,crevice,50,0,0,20,30,0,0,0,0,0,0,0,20,0,0,0,80,0,0,0,0,0,0,1,0,Invertebrate,100,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthus cervinus,5110,11880,11636,30655,,,1209,6990,,25.06,Passeriformes,Motacillidae,Red-throated Pipit,,4,1,0.45,1,1,0,5,6,0.6,0.59,0.63,,0.22,0,1,alt,20.9,1,monog,0,05-10,07-20,0,cup,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Invertebrate,90,0,0,0,0,0,0,0,10,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthus rubescens,5120,11885,11638,30667,30668:30672,30673,1210,6970,,28.38,Passeriformes,Motacillidae,American Pipit,Anthus spinoletta,5,0,0.45,1,1,0,4,5,0.33,0.76,0.24,,0.08,0,1,alt,20.68,1,monog,0,06-01,08-15,0,cup,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,10,0,10,0,0,0,80,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthus spragueii,5130,11891,11646,30674,,,1211,7000,,26.36,Passeriformes,Motacillidae,Sprague's Pipit,,4,0,0.45,1,1,0,4,5,0.52,0.42,0.45,,0.1,0,1.5,alt,25.5,1,monog,0,05-10,08-30,0,cup,0,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,0,0,0,0,0,1,0,Invertebrate,80,0,0,0,0,0,0,0,20,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coccothraustes vespertinus,5140,12417,11773,30864,30865:30872,,1221,5140,,34.21,Passeriformes,Fringillidae,Evening Grosbeak,Hesperiphona vespertina,15,0,0.45,1,1,0,3,4,0.55,,,2.9,0.46,0,1.2,alt,57.3,2,monog,0,05-15,08-05,0,cup,0,0,0,0,0,10,40,50,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,40,30,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinicola enucleator,5150,12387,11854,30999,31000:31009,,1224,5150,,28.81,Passeriformes,Fringillidae,Pine Grosbeak,,9,0,0.45,1,1,0,4,4,0.39,0.89,,,0.31,0,1,alt,56.4,1,monog,0,05-10,08-20,0,cup,0,0,0,0,0,30,0,70,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,20,0,30,30,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucosticte arctoa,5160,12354,11876,31065,31066:31070,,,,,33.69,Passeriformes,Fringillidae,Asian Rosy-finch,,9,1,0.45,1,1,1,4,5,,,,,0.3,1,0,alt,30.69,1,monog,0,06-10,08-20,0,cup,0,50,10,40,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,30,50,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucosticte tephrocotis,5170,12355,11877,31071,31072:31080,,1227,5240,,36.86,Passeriformes,Fringillidae,Gray-crowned Rosy-finch,Leucosticte arctoa,6,0,0.45,1,1,0,3,5,0.83,0.74,0.79,,0.49,0,2,alt,37.8,2,monog,0,06-01,07-30,0,cup,0,30,20,30,20,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,60,20,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucosticte atrata,5180,12356,11878,31081,,,1228,5250,,37.42,Passeriformes,Fringillidae,Black Rosy-finch,Leucosticte arctoa,6,0,0.45,1,1,0,3,6,,,,,0.3,1,1,alt,25.24,2,monog,0,06-10,08-30,0,cup,0,20,0,40,40,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leucosticte australis,5190,12357,11879,31082,,,1229,5260,,34.29,Passeriformes,Fringillidae,Brown-capped Rosy-finch,Leucosticte arctoa,9,1,0.45,1,1,0,3,6,0.71,0.47,0.47,,0.16,0,1,alt,26.6,2,monog,0,06-15,09-10,0,cup,0,20,0,40,40,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carpodacus mexicanus,5200,12369,11880,31084,31085:31097,31101,1230,5190,5195,27.47,Passeriformes,Fringillidae,House Finch,Haemorhous mexicanus,12,0,0.41,0,1,0,4,5,,0.73,0.62,,0.23,0,2,alt,21.4,2,monog,0,04-01,08-05,0,cup,0,0,0,0,20,0,20,20,20,20,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,25,5,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carpodacus purpureus,5210,12367,11882,31098,31099:31100,31101;31103,1230,5170,5195,29.08,Passeriformes,Fringillidae,Purple Finch,Haemorhous purpureus,14,0,0.54,0,1,0,4,5,,,,1.88,0.4,0,1.6,alt,23.3,1,monog,0,04-01,08-30,0,cup,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,20,20,40,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carpodacus cassinii,5220,12368,11881,31102,,31103,1232,5180,5195,28.77,Passeriformes,Fringillidae,Cassin's Finch,Haemorhous cassinii,7,0,0.62,0,1,0,4,5,0.5,,,0.66,0.33,0,2,alt,26.5,2,monog,0,05-15,07-15,0,cup,0,0,0,0,0,0,10,90,0,0,0,0,0,0,0,0,60,0,0,40,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,40,40,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis flammea,5230,12346,11937,31254,31255:31258,31264;31265,1236,5280,5275,33.28,Passeriformes,Fringillidae,Common Redpoll,Acanthis flammea,9,1,0.44,1,1,0,4,5,,,,,0.28,1,2,alt,13,2,monog,0,04-05,08-30,0,cup,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,40,30,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis hornemanni,5240,12341,11937,31261,31262:31263,31264;31265,1237,5270,5275,31.84,Passeriformes,Fringillidae,Hoary Redpoll,Acanthis flammea,9,0,0.44,0,1,0,4,5,,0.72,0.39,,0.28,0,2,alt,15.2,2,monog,0,05-25,07-30,0,cup,0,0,10,10,0,80,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,0,0,40,60,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loxia curvirostra,5250,12392,11940,31269,31270:31306,31307;31309,1239,5210,5212;5225,34.7,Passeriformes,Fringillidae,Red Crossbill,,9,0,0.42,0,1,0,3,4,0.28,0.63,0.63,,0.11,0,2,alt,38.29,2,monog,0,01-20,10-05,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,30,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loxia leucoptera,5260,12397,11941,31311,31312:31313,,1242,5220,5225,35.74,Passeriformes,Fringillidae,White-winged Crossbill,,9,1,0.42,1,1,0,2,4,0.55,,,,0.11,1,2.5,alt,28.69,2,monog,0,01-10,10-05,0,cup,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,20,0,30,30,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis pinus,5270,12318,11980,31361,31362:31366,31367;31369;31387,1246,5330,,35.25,Passeriformes,Fringillidae,Pine Siskin,Spinus pinus,9,0,0.27,0,1,0,3,4,0.55,,,2,0.31,0,1.2,alt,12.7,2,monog,0,03-05,08-20,0,saucer,0,0,0,0,0,0,20,80,0,0,0,0,0,0,0,0,50,0,50,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,10,0,70,10,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis psaltria,5280,12333,11982,31375,31376:31380,31388,1249,5300,,25.98,Passeriformes,Fringillidae,Lesser Goldfinch,Spinus psaltria,6,0,0.45,1,1,0,4,5,0.62,,,2.93,0.4,0,1.2,alt,8.77,2,monog,0,04-15,09-30,0,cup,0,0,20,0,0,20,50,10,0,0,0,0,0,0,0,0,20,40,40,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,30,0,30,30,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis lawrencei,5290,12334,11983,31381,,,1250,5310,,29.01,Passeriformes,Fringillidae,Lawrence's Goldfinch,Spinus lawrencei,9,1,0.45,1,1,0,4,5,,,,,0.3,1,1,alt,10.94,2,monog,0,04-05,09-05,0,cup,0,0,0,0,0,30,60,10,0,0,0,0,0,0,0,0,60,20,20,0,0,0,0,1,0,PlantSeed,0,0,0,0,0,0,10,0,90,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis tristis,5300,12332,11981,31382,31383:31386,31387;31388,1251,5290,,27.56,Passeriformes,Fringillidae,American Goldfinch,Spinus tristis,11,0,0.45,1,1,0,4,6,0.48,,,3.1,0.3,0,1.7,alt,12.79,2,polyand,0,06-15,09-20,0,cup,0,0,0,0,0,60,20,20,0,0,0,0,0,0,0,0,40,30,30,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,0,10,70,10,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis carduelis,5305,12336,11947,31322,31323:31336,,1244,5261,,33.309,Passeriformes,Fringillidae,European Goldfinch,,10,1,0.45,1,1,0,4,6,0.23,,,,0.14,0,2,alt,16,2,monog,0,04-05,08-20,0,cup,0,0,20,0,0,40,10,30,0,0,0,0,0,0,0,0,20,60,20,0,0,0,0,1,0,PlantSeed,10,0,0,0,0,0,20,0,40,30,0,0,30,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calcarius ornatus,5310,12507,11999,31427,,,1253,5380,,26.72,Passeriformes,Emberizidae,Chestnut-collared Longspur,,5,0,0.67,0,1,0,3,5,0.43,0.77,0.48,,0.16,0,2,alt,20.3,1,monog,0,05-01,08-05,0,cup,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,40,0,0,0,0,0,0,0,60,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calcarius pictus,5320,12506,12000,31428,,,1254,5370,,28.11,Passeriformes,Emberizidae,Smith's Longspur,,5,0,0.86,0,1,0,4,5,0.66,0.93,0.59,,0.45,0,1,alt,26.66,2,polygam,0,06-15,07-30,0,cup,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calcarius mccownii,5330,12504,12001,31429,,,1255,5390,,22.85,Passeriformes,Emberizidae,McCown's Longspur,Rhynchophanes mccownii,7,1,0.52,1,1,0,3,4,0.47,0.63,0.75,1.8,0.22,0,1.8,alt,25.68,1,monog,0,05-05,07-15,0,cup,0,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,80,20,0,0,0,0,0,1,0,PlantSeed,20,0,0,0,0,0,0,0,80,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calcarius lapponicus,5340,12505,11998,31423,31424:31426,31436,1252,5360,,30.83,Passeriformes,Emberizidae,Lapland Longspur,,6,0,0.44,0,1,0,4,6,0.86,0.52,0.71,,0.32,0,1,alt,27.84,1,polygam,0,05-20,07-25,0,cup,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,20,0,0,0,0,1,0,Omnivore,50,0,0,0,0,0,0,0,50,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectrophenax nivalis,5350,12508,12002,31431,31432:31435,31436;31438;31439,1256,5340,,39.32,Passeriformes,Emberizidae,Snow Bunting,,4,0,0.55,0,1,0,4,7,0.57,0.73,0.59,,0.25,0,1.3,alt,42.2,1,monog,0,06-10,07-20,0,crevice,0,60,0,40,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,1,0,PlantSeed,30,0,0,0,0,0,0,0,0,70,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
